Artist,Album Title,Track Title,Track Position,Duration,Producer,Remixer,Release Date,Catalog Number,Label,release_id
We Are Family Collective,We Are Family (Remixes),We Are Family (E. Lake Funkdafied Mix),B1,6:32,Nile Rodgers,Ernie Lake,2001,TB 2350,Tommy Boy Silver Label,1195440
We Are Family Collective,We Are Family (Remixes),We Are Family (Robbie Rivera's Mix),B2,6:18,Nile Rodgers,Robbie Rivera,2001,TB 2350,Tommy Boy Silver Label,1195440
MURK vs. Kristine W,Some Lovin',Some Lovin' (Murk Miami Mix),A,8:21,"Oscar Gaetan, Ralph Falcon",Murk,2002,"tb 2376-0, tb-2376-0","Tommy Boy Silver Label, Tommy Boy Silver Label",118529
MURK vs. Kristine W,Some Lovin',Some Lovin' (Murk Baby Got Dub),B,8:21,"Oscar Gaetan, Ralph Falcon",Murk,2002,"tb 2376-0, tb-2376-0","Tommy Boy Silver Label, Tommy Boy Silver Label",118529
Kristine W,Fly Again,Fly Again (The Scumfrog Extended Mix),A1,8:23,The Scumfrog,The Scumfrog,2003,"TB-2422-0, tb-2422-0","Tommy Boy Silver Label, Tommy Boy Silver Label",210600
Kristine W,Fly Again,Fly Again (The Scumfrog Club Mix),B1,7:45,The Scumfrog,The Scumfrog,2003,"TB-2422-0, tb-2422-0","Tommy Boy Silver Label, Tommy Boy Silver Label",210600
Kristine W,Fly Again,Fly Again (The Scumfrog Dub),B2,7:20,The Scumfrog,The Scumfrog,2003,"TB-2422-0, tb-2422-0","Tommy Boy Silver Label, Tommy Boy Silver Label",210600
Kristine W,The Wonder Of It All (Remixes),The Wonder Of It All (Trendroid Mix),A,8:26,,"Trendroid, Matt Edwards (2), Pankaj",2004,"tb-2461-0, TB-2461-0","Tommy Boy Silver Label, Tommy Boy Silver Label",481638
Kristine W,The Wonder Of It All (Remixes),The Wonder Of It All (Ivan Xsentrix Mix),B1,7:29,,Ivan Pavlin,2004,"tb-2461-0, TB-2461-0","Tommy Boy Silver Label, Tommy Boy Silver Label",481638
Kristine W,The Wonder Of It All (Remixes),The Wonder Of It All (Ivan Xsentrix Dub),B2,6:13,,Ivan Pavlin,2004,"tb-2461-0, TB-2461-0","Tommy Boy Silver Label, Tommy Boy Silver Label",481638
Amber,Love One Another,Love One Another (Rosabel Anthem Mix),A1,7:38,The Berman Brothers,"Abel Aguilera, Ralphi Rosario, Rosabel",2000,"TB2145, TB 2145","Tommy Boy, Tommy Boy",103002
Amber,Love One Another,Love One Another (Ralphi Rosario Classic Mix),A2,7:46,The Berman Brothers,Ralphi Rosario,2000,"TB2145, TB 2145","Tommy Boy, Tommy Boy",103002
Amber,Love One Another,Love One Another (Mystica Trance Mix),B1,5:16,The Berman Brothers,"Matt Dexter, The Berman Brothers",2000,"TB2145, TB 2145","Tommy Boy, Tommy Boy",103002
Amber,Love One Another,Love One Another (Junior Extended Club Mix),B2,8:26,The Berman Brothers,Junior Vasquez,2000,"TB2145, TB 2145","Tommy Boy, Tommy Boy",103002
Stella Parton,So Far...So Good,Young Love,A1,4:12,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,I'll Miss You,A2,2:59,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Smiling,A3,3:36,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Please Come To Me,A4,3:30,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Verona,B1,3:50,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,I Hate The Night,B2,3:25,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Lying To The One You're With (Wishing),B3,4:46,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Something To Go By,B4,3:12,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,The Sun Is Shining,B5,2:42,,,1982,ST-7005,Town House,8608133
Stella Parton,So Far...So Good,Video,B6,0:52,,,1982,ST-7005,Town House,8608133
Eartha Kitt,This Is My Life,This Is My Life (Vocal),A,5:35,Jacques Morali,,1986,T/SCM 121261,"Transmedia, Black Scorpio",28213792
Eartha Kitt,This Is My Life,This Is My Life (Dub-Mix),B,5:21,Jacques Morali,,1986,T/SCM 121261,"Transmedia, Black Scorpio",28213792
Miquel Brown,So Many Men - So Little Time,"So Many Men, So Little Time (Vocal)",A,7:30,Ian Levine,,1983,TSR 828,TSR Records,8510144
Miquel Brown,So Many Men - So Little Time,"So Many Men, So Little Time (Instrumental)",B,8:14,Ian Levine,,1983,TSR 828,TSR Records,8510144
Club 69 Featuring Suzanne Palmer,Much Better,Much Better (Future Shock Make It Better),A1,10:09,Peter Rauhofer,"Bill Brewster, Futureshock",1997,TW12-55333,Twisted America Records,6039747
Club 69 Featuring Suzanne Palmer,Much Better,Much Better (Boris' Funky Gruv),A2,7:10,Peter Rauhofer,Boris Dlugosch,1997,TW12-55333,Twisted America Records,6039747
Club 69 Featuring Suzanne Palmer,Much Better,Much Better (Classic Club Mix),B1,8:11,Peter Rauhofer,Peter Rauhofer,1997,TW12-55333,Twisted America Records,6039747
Club 69 Featuring Suzanne Palmer,Much Better,Much Better (Extended Mix),B2,5:16,Peter Rauhofer,,1997,TW12-55333,Twisted America Records,6039747
Funky Green Dogs,Fired Up! (Junior Vasquez & Angel Moraes Remixes),Fired Up! (Junior's Arena Anthem Mix),A,14:11,"Oscar Gaetan, Ralph Falcon",Junior Vasquez,1997,TW12-55414,Twisted America Records,86457
Funky Green Dogs,Fired Up! (Junior Vasquez & Angel Moraes Remixes),Fired Up! (Angel's DDDDDeep Vocal Mix),B1,9:54,"Oscar Gaetan, Ralph Falcon",Angel Moraes,1997,TW12-55414,Twisted America Records,86457
Funky Green Dogs,Fired Up! (Junior Vasquez & Angel Moraes Remixes),Fired Up! (Deep-apella),B2,2:05,"Oscar Gaetan, Ralph Falcon",Angel Moraes,1997,TW12-55414,Twisted America Records,86457
Club 69,Alright,Alright (Club 69 Future Mix),A1,9:17,,,1998,TW12-55425,Twisted America Records,23597540
Club 69,Alright,Alright (Razor n' Go's Big Club Mix),B1,11:12,,Razor N' Guido,1998,TW12-55425,Twisted America Records,23597540
Club 69,Alright,Alright (Liquid Groove Wet & Wild Dub),C1,6:47,,Oliver Stumm,1998,TW12-55425,Twisted America Records,23597540
Club 69,Alright,Alright (Club 69 Future Beats),C2,4:50,,,1998,TW12-55425,Twisted America Records,23597540
Club 69,Alright,Alright (Hex Hector's Club Mix),D1,10:40,,Hex Hector,1998,TW12-55425,Twisted America Records,23597540
Club 69,Alright,Alright (Accappella),D2,3:25,,,1998,TW12-55425,Twisted America Records,23597540
Club 69 Featuring Kim Cooper,Drama,Drama (Club 69's Dramatic Club Mix),A1,10:03,,"Peter Rauhofer, Club 69",1997,TW24-55403,Twisted America Records,256146
Club 69 Featuring Kim Cooper,Drama,Drama (DT's Dramapella),B1,3:55,,Danny Tenaglia,1997,TW24-55403,Twisted America Records,256146
Club 69 Featuring Kim Cooper,Drama,"Drama (Junior's ""Druma"" Dub)",B2,7:30,,Junior Vasquez,1997,TW24-55403,Twisted America Records,256146
Club 69 Featuring Kim Cooper,Drama,Drama (Tenaglia's D'Tour Mix),C1,11:03,,Danny Tenaglia,1997,TW24-55403,Twisted America Records,256146
Club 69 Featuring Kim Cooper,Drama,Drama (Junior Vasquez's Drama Starts Here),D1,10:02,,Junior Vasquez,1997,TW24-55403,Twisted America Records,256146
Funky Green Dogs,I Can't Help It,I Can't Help It (Oscar G X-Tra Large Mix),A,8:58,,Oscar Gaetan,1998,TW12-10053,Twisted United Kingdom,2391015
Funky Green Dogs,I Can't Help It,I Can't Help It (Rosabel's Big Room Club Mix),B,9:59,,Rosabel,1998,TW12-10053,Twisted United Kingdom,2391015
Dannii Minogue,I Begin To Wonder,I Begin To Wonder (Extended Original),A1,,Jean-Claude Ades,,2003,UL 1172-6,Ultra Records,786197
Dannii Minogue,I Begin To Wonder,I Begin To Wonder (Dead Or Alive Remix),A2,,Jean-Claude Ades,Ian Masterson,2003,UL 1172-6,Ultra Records,786197
Dannii Minogue,I Begin To Wonder,I Begin To Wonder (DJ Bardot Vocal),B1,,Jean-Claude Ades,DJ Bardot,2003,UL 1172-6,Ultra Records,786197
Dannii Minogue,I Begin To Wonder,I Begin To Wonder (Krystal K Vocal),B2,,Jean-Claude Ades,Krystal K,2003,UL 1172-6,Ultra Records,786197
Axwell,Feel The Vibe ('Til The Morning Comes),Feel The Vibe ('Til The Morning Comes) (Vocal Club Mix),A,7:21,,,2005,UL 1334-6,Ultra Records,515245
Axwell,Feel The Vibe ('Til The Morning Comes),Feel The Vibe (Original Mix),B,7:43,,,2005,UL 1334-6,Ultra Records,515245
Ralphi Rosario,You Used To Hold Me (Remix),You Used To Hold Me (Razor N' Guido Vocal),A,,Ralphi Rosario,Razor N' Guido,1998,UC325,Underground Construction,8727571
Ralphi Rosario,You Used To Hold Me (Remix),You Used To Hold Me (Razor N' Guido Dub),B,,Ralphi Rosario,Razor N' Guido,1998,UC325,Underground Construction,8727571
Jennifer Holliday,A Woman's Got The Power,A Woman's Got The Power (Thunderpuss 2000 Club Anthem Mix),A1,9:02,,Thunderpuss,1999,U12-56313,Universal Records,1322736
Jennifer Holliday,A Woman's Got The Power,A Woman's Got The Power (Thunder Dub),B1,6:15,,Thunderpuss,1999,U12-56313,Universal Records,1322736
Jennifer Holliday,A Woman's Got The Power,A Woman's Got The Power (Pop/Crossover Mix Extended),B2,5:00,,,1999,U12-56313,Universal Records,1322736
Billie Myers,Kiss The Rain,Kiss The Rain (Urban Discharge Trippy Dub),A1,7:55,,Urban Discharge,1998,U8P 1288,"Universal Records, Deston",717295
Billie Myers,Kiss The Rain,Kiss The Rain (Urban Discharge Trippy Vox),A2,7:55,,Urban Discharge,1998,U8P 1288,"Universal Records, Deston",717295
Billie Myers,Kiss The Rain,Kiss The Rain (Thunderpuss 2000 Club Remix),B1,7:52,,Thunderpuss,1998,U8P 1288,"Universal Records, Deston",717295
Billie Myers,Kiss The Rain,Kiss The Rain (Thunderpuss 2000 Bonus Tribal Trip),B2,6:20,,Thunderpuss,1998,U8P 1288,"Universal Records, Deston",717295
Seduction,Two To Make It Right,Two To Make It Right (The Cole/Clivilles Club Mix),A1,6:20,Robert Clivilles and David Cole,Robert Clivilles and David Cole,1989,VE-7031,Vendetta Records (2),1013899
Seduction,Two To Make It Right,Two To Make It Right (The Cole/Clivilles Dub Mix),A2,5:02,Robert Clivilles and David Cole,Robert Clivilles and David Cole,1989,VE-7031,Vendetta Records (2),1013899
Seduction,Two To Make It Right,"Two To Make It Right (7"" Remix)",A3,4:11,Robert Clivilles and David Cole,Robert Clivilles and David Cole,1989,VE-7031,Vendetta Records (2),1013899
Seduction,Two To Make It Right,Two To Make It Right (The Hip House Vocal Mix),B1,6:18,Robert Clivilles and David Cole,Robert Clivilles and David Cole,1989,VE-7031,Vendetta Records (2),1013899
Seduction,Two To Make It Right,Two To Make It Right (The Cole/Clivilles House Dub),B2,5:12,Robert Clivilles and David Cole,Robert Clivilles and David Cole,1989,VE-7031,Vendetta Records (2),1013899
Seduction,Heartbeat,Heartbeat (Clivilles & Cole Club Mix),A1,7:24,,Clivillés & Cole,1990,VE-7034,Vendetta Records (2),1610275
Seduction,Heartbeat,Heartbeat (Clivilles & Cole Dub Mix),A2,4:40,Dante Ross,Clivillés & Cole,1990,VE-7034,Vendetta Records (2),1610275
Seduction,Heartbeat,Free Your Body (It's Time To Get Hip House),B1,8:09,,"Frederick B. Williams; Kenny ""Dope"" Gonzalez",1990,VE-7034,Vendetta Records (2),1610275
Seduction,Heartbeat,Heartbeat (A Capella),B2,4:33,,Clivillés & Cole,1990,VE-7034,Vendetta Records (2),1610275
Seduction,Breakdown,Breakdown (Cole/Clivilles Club/Dub Mix),A,9:22,Clivillés & Cole,,1990,75021 7040 1,"Vendetta Records (2), A&M Records",121392
Seduction,Breakdown,Groove Me (Club Mix),B,10:32,Clivillés & Cole,,1990,75021 7040 1,"Vendetta Records (2), A&M Records",121392
Seduction,Breakdown,Groove Me (Dub Mix),C,8:32,Clivillés & Cole,,1990,75021 7040 1,"Vendetta Records (2), A&M Records",121392
Seduction,Breakdown,One Mistake (Master Mix),D,5:35,Clivillés & Cole,,1990,75021 7040 1,"Vendetta Records (2), A&M Records",121392
Paula Abdul,Cold Hearted,Cold Hearted (Extended Version),A1,6:50,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Cold Hearted House Mix),A2,6:41,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Dubstramental),B1,5:41,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Percapella),B2,4:00,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,One Or The Other,B3,4:10,,,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Extended Version),A1,6:50,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Cold Hearted House Mix),A2,6:41,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Dubstramental),B1,5:41,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,Cold Hearted (Percapella),B2,4:00,,Keith Cohen,1989,0-96546,Virgin,561078
Paula Abdul,Cold Hearted,One Or The Other,B3,4:10,,,1989,0-96546,Virgin,561078
Paula Abdul,Forever Your Girl,"Forever Your Girl (12"" Version)",A1,6:33,,,1989,0-96565,Virgin,3894399
Paula Abdul,Forever Your Girl,Forever Your Girl (Yo! Greg Dub Version),A2,5:45,,,1989,0-96565,Virgin,3894399
Paula Abdul,Forever Your Girl,Forever Your Girl (Saunderson-Grosse House Of Love Mix),B1,6:33,,"Ben Grosse, Kevin Saunderson",1989,0-96565,Virgin,3894399
Paula Abdul,Forever Your Girl,Straight Up (Kevin Saunderson Club Mix),B2,6:52,,"Ben Grosse, Kevin Saunderson",1989,0-96565,Virgin,3894399
Paula Abdul,Forever Your Girl,Next To You,B3,4:26,,,1989,0-96565,Virgin,3894399
Inner City,Good Life,Good Life (Mayday Mix),A1,6:12,Kevin Saunderson,,1988,0-96591,Virgin,27746
Inner City,Good Life,"Good Life (Steve ""Silk"" Hurley Mix)",A2,7:11,Kevin Saunderson,,1988,0-96591,Virgin,27746
Inner City,Good Life,Good Life (Radio Mix),A3,3:59,Kevin Saunderson,,1988,0-96591,Virgin,27746
Inner City,Good Life,Good Life (Magic Juan Mix),B1,8:28,Kevin Saunderson,,1988,0-96591,Virgin,27746
Inner City,Good Life,"Good Life (Mike ""Hitman"" Wilson Mix)",B2,7:21,Kevin Saunderson,,1988,0-96591,Virgin,27746
Inner City,Good Life,Big Fun (Les Adams Remix),B3,6:47,Kevin Saunderson,Les Adams,1988,0-96591,Virgin,27746
Paula Abdul,Straight Up,"Straight Up (12"" Remix)",A1,6:52,"Elliot Wolff, Keith Cohen","Boris Granich, Christer Modig",1988,0-96594,Virgin,8271964
Paula Abdul,Straight Up,Straight Up (Power Mix),A2,4:57,"Elliot Wolff, Keith Cohen","Boris Granich, Christer Modig",1988,0-96594,Virgin,8271964
Paula Abdul,Straight Up,Straight Up (House Mix),B,7:10,"Elliot Wolff, Keith Cohen","Ben Grosse, Kevin Saunderson",1988,0-96594,Virgin,8271964
Paula Abdul,Knocked Out,Knocked Out (Round 1 - Extended Mix),A1,7:03,,"Jon Gass, L.A. & Babyface",1988,0-96661,Virgin,28036482
Paula Abdul,Knocked Out,Knocked Out (Round 2 - Instrumental),A2,3:43,,"Jon Gass, L.A. & Babyface",1988,0-96661,Virgin,28036482
Paula Abdul,Knocked Out,Knocked Out (Round 3 - Radio Edit),B1,4:58,,"Jon Gass, L.A. & Babyface",1988,0-96661,Virgin,28036482
Paula Abdul,Knocked Out,Knocked Out (TKO Dub),B2,6:31,,"Jon Gass, L.A. & Babyface",1988,0-96661,Virgin,28036482
Tina Turner,When The Heartache Is Over,"When The Heartache Is Over (Hex Hector 12"" Vocal Mix)",A1,8:45,"Brian Rawling, Mark Taylor",Hex Hector,1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,"When The Heartache Is Over (Hex Hector 7"" Vocal Mix)",A2,3:30,"Brian Rawling, Mark Taylor",Hex Hector,1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,"When The Heartache Is Over (Hex Hector 12"" Instrumental)",A3,8:45,"Brian Rawling, Mark Taylor",Hex Hector,1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,When The Heartache Is Over (Metro Mix),B1,5:45,"Brian Rawling, Mark Taylor",Metro (3),1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,When The Heartache Is Over (7th District Mix),B2,5:11,"Brian Rawling, Mark Taylor","7th District Inc., Lorenzo Al Dino, Sergio Flores",1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,When The Heartache Is Over (Hex Hector Acapella),B3,4:02,"Brian Rawling, Mark Taylor",Hex Hector,1999,7243 8 38691 1 4,Virgin,2474881
Tina Turner,When The Heartache Is Over,When The Heartache Is Over (LP Version),B4,3:46,"Brian Rawling, Mark Taylor",,1999,7243 8 38691 1 4,Virgin,2474881
Inner City,Pennies From Heaven,Pennies From Heaven (Kevin's Tunnel Mix),A1,5:43,Kevin Saunderson,Kevin Saunderson,1992,DMD 1810,Virgin,12006884
Inner City,Pennies From Heaven,Pennies From Heaven (Deep Reese Mix),A2,5:22,Kevin Saunderson,Kevin Saunderson,1992,DMD 1810,Virgin,12006884
Inner City,Pennies From Heaven,Pennies From Heaven (Reese Dream-A-Lot Mix),A3,3:55,Kevin Saunderson,Kevin Saunderson,1992,DMD 1810,Virgin,12006884
Inner City,Pennies From Heaven,Pennies From Heaven (16 J Mix),B1,6:23,Kevin Saunderson,Tony Humphries,1992,DMD 1810,Virgin,12006884
Inner City,Pennies From Heaven,Pennies From Heaven (Norty Boy Mix),B2,6:43,Kevin Saunderson,Tony Humphries,1992,DMD 1810,Virgin,12006884
Inner City,Pennies From Heaven,Pennies From Heaven (Delancey Mix),B3,7:38,Kevin Saunderson,Tony Humphries,1992,DMD 1810,Virgin,12006884
Spice Girls,Say You'll Be There,Say You'll Be There (Junior's Main Pass),A1,8:33,Absolute (2),Junior Vasquez,1997,SPRO-12247,Virgin,2354366
Spice Girls,Say You'll Be There,Say You'll Be There (Linslee's Extended Mix),A2,4:09,Absolute (2),Linslee Campbell,1997,SPRO-12247,Virgin,2354366
Spice Girls,Say You'll Be There,Say You'll Be There (Spice Of Life Mix),B1,7:01,Absolute (2),Dancin' Danny D,1997,SPRO-12247,Virgin,2354366
Spice Girls,Say You'll Be There,Say You'll Be There (Junior's Dub Girls Mix),B2,8:29,Absolute (2),Junior Vasquez,1997,SPRO-12247,Virgin,2354366
Aaliyah,More Than A Woman (Masters At Work Remixes),More Than A Woman (Masters At Work Main Mix),A,8:47,Timbaland,"Kenny ""Dope"" Gonzalez, Louie Vega, Masters At Work",2001,VUSTDJX230,"Virgin, Blackground Records",93545
Aaliyah,More Than A Woman (Masters At Work Remixes),More Than A Woman (Masters At Work Beats),B1,3:22,Timbaland,"Kenny ""Dope"" Gonzalez, Louie Vega, Masters At Work",2001,VUSTDJX230,"Virgin, Blackground Records",93545
Aaliyah,More Than A Woman (Masters At Work Remixes),More Than A Woman (Guitar Version),B2,4:20,Timbaland,"Kenny ""Dope"" Gonzalez, Louie Vega, Masters At Work",2001,VUSTDJX230,"Virgin, Blackground Records",93545
Aaliyah,More Than A Woman (Masters At Work Remixes),More Than A Woman (Masters At Work Instrumental),C,8:47,Timbaland,"Kenny ""Dope"" Gonzalez, Louie Vega, Masters At Work",2001,VUSTDJX230,"Virgin, Blackground Records",93545
Aaliyah,More Than A Woman (Masters At Work Remixes),More Than A Woman (Alternative Version),D,8:16,Timbaland,"Kenny ""Dope"" Gonzalez, Louie Vega, Masters At Work",2001,VUSTDJX230,"Virgin, Blackground Records",93545
Paula Abdul,My Love Is For Real,My Love Is For Real (Junior Vasquez Club Extended Mix),A1,8:22,,Junior Vasquez,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (Strike's Straight Up There Mix),A2,7:02,,Strike,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (Junior Vasquez Soundfactory Mix),B1,10:29,,Junior Vasquez,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (E-Smoove's Fever Edit),B2,3:46,,E-Smoove,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (Uptempo Club Vocal),C1,8:34,,"Mark Picchiotti, Teri Bristol",1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (Junior Vasquez Factory Mix),C2,6:17,,Junior Vasquez,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (Hardhouse Dub),D1,8:33,,"Mark Picchiotti, Teri Bristol",1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,My Love Is For Real (R&B Remix),D2,4:04,,"Lafayette Carthon, Peter Mokran",1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,My Love Is For Real,Didn't I Say I Love You,D3,3:05,,,1995,7243 8 38497 1 0,"Virgin, Captive Records",1447433
Paula Abdul,Crazy Cool,Crazy Cool (Deep Dish's Crazy Cool Remix),A,11:28,,"Dubfire & Sharam, Deep Dish",1995,SPRO-11016,"Virgin, Captive Records",412139
Paula Abdul,Crazy Cool,Crazy Cool (Strike Vocal Mix),B1,7:33,,"Strike, Andy Gardner, Matt Cantor",1995,SPRO-11016,"Virgin, Captive Records",412139
Paula Abdul,Crazy Cool,Crazy Cool (Dub Fire Cool Dub),B2,7:37,,Dubfire & Sharam,1995,SPRO-11016,"Virgin, Captive Records",412139
Paula Abdul,Crazy Cool,Crazy Cool (Bad Boy Bill House Mix),C1,6:03,,"Bad Boy Bill, Spero Pagos",1995,SPRO-11016,"Virgin, Captive Records",412139
Paula Abdul,Crazy Cool,Crazy Cool (Bad Boy Dub),C2,6:45,,Bad Boy Bill,1995,SPRO-11016,"Virgin, Captive Records",412139
Paula Abdul,Crazy Cool,Crazy Cool (Sharam Crazy Journey),D,12:38,,Dubfire & Sharam,1995,SPRO-11016,"Virgin, Captive Records",412139
Janet Jackson,If,If (Brothers In Rhythm House Mix),A1,7:07,Jimmy Jam & Terry Lewis,Brothers In Rhythm,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Brothers In Rhythm Dub),A2,7:00,Jimmy Jam & Terry Lewis,Brothers In Rhythm,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Extended Mix),B1,5:40,Jimmy Jam & Terry Lewis,,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Tee's Radio Mix),B2,4:02,Jimmy Jam & Terry Lewis,Todd Terry,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,"If (D&D 7"" Mix)",B3,4:23,Jimmy Jam & Terry Lewis,Darryl James & David Anthony,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Tee's Freeze Mix),C1,7:17,Jimmy Jam & Terry Lewis,Todd Terry,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (TNT Bass Mix),C2,5:36,Jimmy Jam & Terry Lewis,Todd Terry,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Brothers In Rhythm Swing Yo Pants Mix),D1,6:20,Jimmy Jam & Terry Lewis,Brothers In Rhythm,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (D&D JDD Mix),D2,5:26,Jimmy Jam & Terry Lewis,Darryl James & David Anthony,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Janet Jackson,If,If (Tee's Capella),D3,2:09,Jimmy Jam & Terry Lewis,Todd Terry,1993,SPRO-12809,"Virgin, JDJ Entertainment",459086
Paula Abdul,Rush Rush,Rush Rush (Dub Mix),A,5:55,,,1991,"614 172, VUST 38","Virgin, Virgin",434716
Paula Abdul,Rush Rush,Rush Rush (Album Version),B1,4:54,,,1991,"614 172, VUST 38","Virgin, Virgin",434716
Paula Abdul,Rush Rush,Rush Rush (7 Inch Edit),B2,4:21,,,1991,"614 172, VUST 38","Virgin, Virgin",434716
Kelis,Get Along With You,Get Along With You (Morales Club Mix),A1,8:23,,David Morales,2000,"7243 8 38715 1 3, Y-38715","Virgin, Virgin",235644
Kelis,Get Along With You,Get Along With You (Morales Instrumental),A2,7:58,,David Morales,2000,"7243 8 38715 1 3, Y-38715","Virgin, Virgin",235644
Kelis,Get Along With You,Get Along With You (Morales Stereo Dub Mix),B1,7:51,,David Morales,2000,"7243 8 38715 1 3, Y-38715","Virgin, Virgin",235644
Kelis,Get Along With You,Get Along With You (Morales Drum & Bass Mix),B2,4:11,,David Morales,2000,"7243 8 38715 1 3, Y-38715","Virgin, Virgin",235644
Melanie C,I Turn To You,I Turn To You (StoneBridge Club Mix),A1,8:32,,StoneBridge,2000,"VST1772, 7243 8 97008 6 2","Virgin, Virgin",99517
Melanie C,I Turn To You,I Turn To You (Hex Hector Club Mix),B1,10:29,,Hex Hector,2000,"VST1772, 7243 8 97008 6 2","Virgin, Virgin",99517
Melanie C,I Turn To You,I Turn To You (StoneBridge F.F.F. Dub),C1,6:48,,StoneBridge,2000,"VST1772, 7243 8 97008 6 2","Virgin, Virgin",99517
Melanie C,I Turn To You,I Turn To You (Hex Hector Ground Control Dub),D1,9:43,,Hex Hector,2000,"VST1772, 7243 8 97008 6 2","Virgin, Virgin",99517
Ultra Naté,Joy,Joy (Album Version),A1,5:16,Basement Boys,,1993,PRO-A-6312,Warner Bros. Records,608301
Ultra Naté,Joy,Joy (Never Ending Joy Mix),A2,10:00,Basement Boys,,1993,PRO-A-6312,Warner Bros. Records,608301
Ultra Naté,Joy,"Joy (Turn It, Ms. Ultra Mix)",B1,6:35,Basement Boys,,1993,PRO-A-6312,Warner Bros. Records,608301
Ultra Naté,Joy,Joy (Tee's Freeze Mix),B2,5:26,Basement Boys,Todd Terry,1993,PRO-A-6312,Warner Bros. Records,608301
Ultra Naté,Joy,Joy (Techno Joy Mix),B3,4:27,Basement Boys,,1993,PRO-A-6312,Warner Bros. Records,608301
Ultra Naté,Joy / Show Me,Show Me (Basement Boys Vocal Mix),A1,6:55,Cutfather; Kenneth Karlin; Soulshock,The Basement Boys,1993,PRO-A-6394,Warner Bros. Records,550736
Ultra Naté,Joy / Show Me,Show Me (Masters At Work Club Mix),A2,6:39,Cutfather; Kenneth Karlin; Soulshock,David Darlington; Masters At Work,1993,PRO-A-6394,Warner Bros. Records,550736
Ultra Naté,Joy / Show Me,Show Me (Real Bonus Beats),A3,3:05,Cutfather; Kenneth Karlin; Soulshock,David Darlington,1993,PRO-A-6394,Warner Bros. Records,550736
Ultra Naté,Joy / Show Me,Show Me (Masters At Work R&B Edit),B1,3:34,Cutfather; Kenneth Karlin; Soulshock,David Darlington; Masters At Work,1993,PRO-A-6394,Warner Bros. Records,550736
